wine_id,taster_id,location_id,winery_id
51919,12,1481,14626
51920,19,1468,16280
51921,19,1499,739
51922,13,1337,748
51923,2,1562,7626
51924,15,1616,7949
51925,16,1132,8491
51926,16,226,8641
51927,16,226,9153
51928,8,1362,9279
51929,10,836,9558
51930,15,1616,9189
51931,15,1616,9189
51932,15,1606,9329
51933,NA,1440,374
51934,NA,1440,1304
51935,NA,1348,1368
51936,18,652,372
51937,16,226,6398
51938,16,226,6414
51939,NA,1498,6750
51940,15,1606,6816
51941,15,1606,6816
51942,NA,1348,7322
51943,3,112,11592
51944,NA,1457,11852
51945,NA,1440,12664
51946,3,119,12696
51947,NA,1348,13441
51948,NA,1489,13572
51949,13,193,13749
51950,13,187,13767
51951,16,542,10803
51952,3,119,13850
51953,11,1232,14178
51954,11,1224,7137
51955,16,534,3345
51956,19,1468,8983
51957,16,304,9503
51958,16,304,9503
51959,12,1457,9828
51960,19,1469,12476
51966,15,1572,6582
51967,12,1490,6678
51968,16,404,8071
51969,10,982,8238
51970,16,404,8680
51971,19,1365,9282
51978,12,1457,9828
51979,15,1586,9850
51980,2,628,10924
51981,13,191,11362
51982,19,1440,12069
51983,19,1469,12145
51984,15,1584,12188
51985,13,190,12635
51986,NA,1440,1090
51987,13,383,9718
51988,NA,1440,4816
51989,NA,1440,14439
51990,NA,1440,14126
51991,15,389,10276
51992,NA,1440,13362
51993,NA,1499,9737
51994,NA,1440,10119
51995,NA,1398,14425
51996,NA,1469,14450
51997,NA,1455,11624
51998,NA,1440,13928
51999,NA,1434,14409
52000,NA,1440,9279
52001,NA,1440,7735
52007,NA,972,591
52008,NA,1362,825
52009,NA,1457,1241
52010,NA,1600,1730
52011,NA,888,2153
52012,NA,916,2332
52013,16,228,3350
52014,16,583,4611
52015,NA,916,5047
52016,NA,1440,5274
52017,NA,916,5387
52018,NA,916,12527
52019,NA,916,12739
52020,NA,1499,13077
52021,NA,1457,13369
52022,13,167,13756
52023,NA,1362,14251
52024,15,1586,14400
52025,NA,916,14514
52026,NA,916,14514
52027,NA,916,14514
52028,NA,916,14770
52029,16,591,15352
52030,13,187,15416
52031,13,187,15416
52032,13,167,13487
52033,12,1519,13721
52034,10,972,14789
52035,15,149,15262
52036,10,972,15303
52037,13,170,1005
52038,9,37,5535
52039,19,1460,8789
52040,10,975,11185
52041,8,1492,11513
52042,8,1492,11513
52043,19,1468,11758
52044,12,1490,1710
52045,10,975,2099
52046,17,1606,13590
52047,13,187,13752
52048,10,976,14973
52049,10,972,15303
52050,10,972,15348
52051,16,599,6154
52052,16,526,6291
52053,19,1440,6569
52054,17,1608,16309
52055,11,1205,1145
52056,8,1391,2821
52057,2,1555,3979
52058,8,1362,8336
52059,8,1415,9056
52060,16,585,10115
52061,19,1468,10428
52062,NA,1082,1105
52063,13,1301,1528
52064,13,191,16070
52065,16,1133,7027
52066,NA,1468,539
52067,13,167,11362
52068,2,1600,11706
52069,13,191,10996
52070,NA,1082,16017
52071,9,565,527
52072,NA,1362,4708
52073,13,1302,5090
52074,NA,1090,7145
52075,13,1292,15415
52076,NA,1082,11638
52077,NA,1457,2597
52078,2,1566,5732
52079,NA,1490,7357
52080,13,170,12289
52081,13,178,12858
52082,NA,1481,13422
52083,13,183,14732
52084,9,561,12294
52085,13,187,13752
52086,15,1608,8414
52087,NA,1081,16706
52088,NA,1081,1762
52089,8,1408,5081
52090,10,920,5130
52091,12,1440,5185
52092,16,304,5879
52093,13,29,6566
52094,15,1586,6907
52095,7,1190,7029
52096,7,1190,7029
52097,9,101,16353
52098,17,1585,16362
52099,15,1586,16500
52100,8,1408,16733
52101,12,1515,8385
52102,16,1132,8481
52103,16,386,9018
52104,15,1586,9965
52105,1,1598,10299
52106,16,395,10503
52107,10,888,11041
52108,13,19,11100
52109,10,836,11186
52110,9,69,11441
52111,1,1600,12066
52112,16,395,12120
52113,10,836,12579
52114,15,1582,12849
52115,16,1143,12926
52116,16,1143,12984
52117,10,836,13673
52118,15,1587,14300
52119,NA,1519,354
52120,NA,1440,827
52121,NA,1440,977
52122,NA,1352,1733
52123,NA,1352,1733
52125,NA,1433,1981
52126,NA,1440,4964
52127,NA,898,7666
52128,NA,1368,8029
52129,13,4,15451
52130,NA,1384,16307
52131,NA,1384,16307
52132,NA,1468,12065
52133,NA,916,12141
52134,16,404,12633
52135,16,404,12641
52136,NA,1037,1805
52137,NA,1037,13790
52138,NA,1036,5215
52139,16,246,7994
52140,16,404,5001
52141,NA,1348,7572
52142,13,7,1393
52143,NA,786,2032
52144,NA,786,5189
52145,NA,1479,5637
52146,NA,1468,7846
52147,19,1451,8615
52148,NA,786,1014
52149,13,11,16744
52150,19,1415,9056
52151,2,1555,9717
52152,2,1555,9733
52153,NA,1017,11184
52154,16,295,11820
52155,16,489,12176
52156,19,1408,12196
52157,16,345,12419
52158,16,397,12419
52159,NA,786,1212
52160,NA,1049,16014
52161,16,1154,16471
52162,16,521,16630
52163,13,7,7660
52164,2,1555,8026
52165,16,1168,10352
52166,NA,1432,10927
52167,15,1606,9460
52168,13,175,406
52169,10,845,826
52170,10,845,826
52171,10,845,1108
52172,NA,1440,880
52173,15,1606,992
52174,NA,1487,1985
52175,9,105,15731
52176,15,1606,16505
52177,15,1618,16505
52178,16,251,2897
52179,15,1618,5248
52180,10,838,7923
52181,10,845,13413
52182,10,836,13673
52183,16,126,7864
52184,9,105,11400
52185,NA,1440,11423
52186,NA,1368,12168
52187,16,597,5873
52188,13,175,6931
52189,13,175,7050
52190,NA,1481,7335
52191,NA,1519,7535
52192,NA,1440,7649
52193,NA,1498,9137
52194,9,55,9307
52195,15,1618,9374
52196,13,181,10351
52197,10,1003,8707
52198,10,993,8732
52199,13,1290,15751
52200,19,1368,16704
52201,10,1021,9512
52202,12,1519,10226
52203,15,1586,10293
52204,8,1362,11083
52205,12,1487,11148
52206,13,1279,11370
52207,10,1004,12461
52208,10,1026,12584
52209,10,993,12613
52210,10,993,12613
52211,10,1026,12694
52212,19,1469,12778
52213,10,1010,13094
52214,19,1385,13823
52215,15,1586,14281
52216,15,1587,14300
52217,15,1587,14300
52218,10,995,14893
52219,10,1021,15412
52220,10,993,15555
52221,13,1302,16055
52222,13,1309,16113
52223,12,1487,1203
52224,10,1021,1644
52225,10,990,1943
52226,10,1035,2086
52227,NA,801,6884
52228,NA,752,6927
52229,13,196,6931
52230,15,1606,8062
52231,15,1606,8062
52232,NA,1385,8265
52234,NA,1468,8403
52235,16,119,8569
52236,16,111,8609
52237,16,111,8609
52238,13,1302,10227
52239,NA,1487,10592
52243,NA,1440,12244
52244,17,1615,13242
52245,NA,763,13634
52246,NA,752,13692
52247,NA,719,13692
52248,13,187,13745
52249,NA,1440,14159
52250,15,1618,14531
52254,NA,1457,8895
52255,15,1578,9318
52257,13,187,11783
52258,9,628,9744
52259,NA,1457,10439
52260,NA,1468,12399
52261,11,1232,12676
52262,NA,1370,13145
52263,NA,1487,13427
52264,18,679,14222
52265,NA,1422,4786
52266,NA,1368,4900
52267,13,187,8338
52268,NA,1499,8402
52269,18,635,77
52271,11,1227,14508
52272,NA,752,16195
52273,11,1228,13484
52274,15,1578,12827
52275,NA,1457,13369
52276,NA,1440,13427
52277,NA,1481,13891
52278,NA,1481,13891
52280,11,1232,1236
52281,19,1491,6778
52282,9,1120,10664
52283,NA,805,12340
52284,NA,813,12466
52285,NA,1049,12759
52286,NA,1049,12759
52287,13,7,13273
52288,9,1119,14252
52289,19,1416,9279
52290,NA,1440,9282
52291,NA,1049,9541
52292,NA,1354,9683
52293,NA,1049,9896
52295,NA,1049,10846
52296,NA,1422,11371
52297,NA,1362,11797
52298,NA,1093,12411
52299,NA,824,7786
52300,16,226,13208
52301,16,374,13524
52302,19,1402,14057
52303,16,1170,14293
52304,NA,1440,14473
52305,NA,1049,15654
52306,13,29,386
52307,13,7,1413
52308,NA,1059,1621
52309,NA,1059,1621
52310,NA,807,14865
52311,NA,1468,8877
52312,NA,1440,9158
52313,2,1555,9733
52314,19,1516,10532
52315,NA,916,11373
52316,NA,916,11641
52317,NA,898,11641
52318,16,304,11820
52319,NA,916,12010
52320,NA,890,12527
52327,NA,916,7340
52328,NA,916,7346
52329,11,704,7484
52330,16,304,7840
52331,2,1555,8026
52332,NA,1362,8319
52333,NA,1362,8319
52334,15,1613,8549
52340,16,1170,5756
52341,16,513,6323
52342,16,1132,6606
52343,2,632,6670
52344,10,807,6677
52345,15,1578,6980
52346,10,807,7182
52347,10,807,7333
52348,12,1481,7335
52349,12,1490,7467
52350,15,1577,7753
52351,10,801,7990
52352,10,807,8094
52353,13,1290,16048
52354,19,1498,16141
52355,10,801,16414
52356,10,801,16414
52357,10,801,15377
52358,15,1586,15410
52359,10,829,11394
52360,2,632,12324
52361,10,801,12331
52362,13,1250,12490
52363,15,1570,12524
52364,10,807,12727
52365,16,1162,12892
52366,16,1162,12892
52367,16,1146,12933
52368,NA,1348,312
52369,15,1618,16523
52370,13,7,4784
52371,15,1617,5051
52372,NA,1490,5165
52373,11,1238,6646
52374,NA,1068,7121
52375,13,1,7396
52376,16,238,7890
52377,NA,1385,8375
52378,NA,1093,1606
52379,NA,877,1650
52380,NA,1498,2353
52381,16,247,4568
52382,NA,1498,12348
52383,16,128,14537
52384,13,167,15023
52385,11,1232,15168
52386,NA,1350,16670
52387,NA,1457,9941
52388,NA,1468,10776
52389,13,19,11100
52390,11,1205,9439
52391,16,337,10487
52392,NA,1467,10914
52393,NA,1385,10914
52394,11,1238,11453
52395,11,1233,11878
52396,13,175,13756
52397,8,1362,7647
52398,17,1606,1053
52399,8,1416,2597
52401,16,504,2654
52402,16,494,3122
52403,17,1602,5052
52404,17,1608,5052
52405,10,1036,5211
52406,16,304,5841
52407,10,1020,14018
52408,16,374,15885
52409,17,1606,16358
52410,12,1367,9114
52411,16,396,9443
52412,10,1037,10345
52413,16,361,10508
52414,16,341,10508
52415,17,1606,10791
52416,16,350,6517
52417,16,386,6543
52418,10,1037,6568
52419,12,1456,6610
52420,13,7,7967
52421,2,1555,8026
52422,16,423,8453
52423,17,1616,423
52424,16,526,1675
52425,10,1037,2164
52426,2,1555,13152
52427,8,1362,13495
52428,13,187,13767
52429,10,1020,14017
52430,15,1618,14531
52431,10,1020,14884
52432,9,1117,5333
52433,15,1613,14383
52434,16,598,2949
52435,16,598,3133
52436,16,603,3270
52437,16,241,3419
52438,15,1618,5372
52439,16,601,5922
52440,15,1606,6743
52441,19,1498,8259
52442,16,238,16668
52446,13,167,9326
52447,13,175,9602
52448,9,566,10505
52455,8,1416,8156
52456,11,1232,8362
52457,13,1301,12775
52458,11,1232,13555
52467,NA,993,5018
52468,NA,993,5124
52469,13,1308,6897
52470,NA,1008,9487
52471,NA,993,9642
52472,19,1388,9822
52473,13,1301,11273
52474,NA,993,12452
52475,NA,993,12459
52476,NA,1026,12584
52477,NA,993,12613
52478,13,1301,12775
52479,15,1538,13817
52480,NA,1518,13925
52481,NA,993,14715
52482,NA,993,14853
52483,NA,1368,15465
52484,15,1616,15613
52485,NA,1440,15761
52486,2,631,12350
52487,19,1440,12359
52488,13,191,16088
52489,13,1254,13101
52490,16,521,13617
52491,12,1481,14141
52492,19,1499,14204
52493,12,1457,14274
52494,19,1348,14605
52495,19,1348,14605
52496,19,1468,14701
52497,10,805,14865
52498,10,1084,15303
52499,15,1586,15324
52500,19,1368,15465
52501,16,1143,16565
52502,9,101,16664
52503,19,1385,15718
52504,10,801,16262
52505,10,801,99
52506,15,1586,441
52507,10,814,1624
52508,10,824,1663
52509,10,1074,1931
52510,10,936,2184
52511,10,801,2490
52512,10,801,2491
52513,16,1142,2688
52514,10,788,2767
52515,13,1256,4902
52516,13,1303,16236
52517,15,1574,16570
52518,8,1461,16577
52519,16,404,14708
52520,13,1276,15257
52521,16,1162,155
52522,3,226,8459
52524,13,1301,9954
52526,13,1250,10731
52527,10,845,10918
52528,10,786,11233
52529,8,1492,11513
52530,16,404,12049
52531,8,1451,12245
52532,19,1385,12346
52533,3,121,13862
52534,12,1423,15086
52535,16,1133,11255
52536,3,227,343
52537,16,246,1048
52538,19,1440,1319
52539,19,1440,1319
52541,10,845,2156
52542,10,877,2282
52543,16,245,2912
52544,16,251,3378
52545,16,246,3802
52547,15,1586,5357
52548,16,1146,5668
52549,10,801,6884
52550,13,1338,7159
52551,10,1074,8245
52552,13,187,11783
52553,13,187,9771
52554,10,813,630
52555,10,813,630
52556,10,801,1000
52557,2,628,1059
52558,19,1385,1699
52559,2,628,1893
52560,19,1440,1928
52561,16,1146,2392
52562,19,1373,2784
52563,16,1132,8479
52564,16,1133,8488
52565,12,1457,8895
52566,19,1499,9279
52567,12,1423,9906
52568,10,801,10154
52569,13,191,16060
52570,19,1384,16338
52571,2,625,10274
52572,10,801,11644
52573,10,916,12735
52574,12,1457,13369
52575,8,1451,15164
52576,19,1499,8171
52577,15,1577,8689
52578,9,37,8928
52579,13,1301,15710
52580,16,250,15911
52581,2,628,2280
52582,3,226,2652
52586,13,183,5360
52587,3,226,6203
52588,12,1457,7051
52589,10,897,7285
52590,19,1385,7570
52591,8,1362,1138
52592,13,1294,1223
52593,8,1362,1655
52594,16,457,2259
52595,13,1294,2588
52596,16,250,3066
52597,16,250,4903
52598,7,1178,5291
52599,13,170,9179
52600,13,1276,10566
52601,10,916,10631
52602,13,1302,10722
52603,13,1301,9970
52604,NA,900,698
52605,NA,1519,886
52606,16,114,1712
52607,NA,801,2155
52608,16,539,3364
52609,16,541,4248
52610,16,539,4521
52611,16,539,4527
52612,NA,1481,5452
52613,16,537,6141
52614,16,539,6497
52615,NA,807,7084
52616,16,126,9098
52617,16,127,10708
52618,16,541,10801
52619,19,1402,329
52620,NA,801,364
52621,15,1617,2006
52622,15,1606,2006
52623,13,1308,5402
52624,13,1282,6968
52625,15,1615,7365
52626,NA,801,7673
52627,NA,1440,16290
52628,11,1197,16491
52629,NA,1352,2519
52630,NA,1519,11797
52631,NA,993,1276
52632,NA,1520,14048
52633,NA,993,12613
52634,NA,1027,10632
52635,NA,1487,11723
52636,NA,1154,6654
52637,16,318,7139
52638,NA,1531,14361
52639,16,1154,7548
52640,NA,1385,1119
52641,16,1154,12985
52642,NA,1398,13823
52643,NA,1468,11036
52644,16,316,6387
52645,NA,1154,6654
52646,NA,1468,11723
52647,18,1232,7020
52648,NA,1468,6749
52649,16,385,12434
52650,NA,1468,6749
52651,15,1606,13375
52652,16,305,9017
52653,16,335,9017
52654,15,1606,14681
52655,NA,1354,14721
52656,16,239,14518
52657,17,1613,14681
52658,12,1487,14714
52659,19,1440,8973
52660,8,1415,8985
52661,12,1486,9568
52662,12,1486,9568
52663,15,149,9801
52664,12,1489,10251
52665,12,1487,10328
52672,15,149,1866
52673,13,187,15773
52674,3,111,8562
52675,19,1468,10429
52676,9,558,11090
52677,9,1119,8189
52678,9,1113,13430
52679,15,150,15719
52680,9,551,6359
52681,19,1368,7667
52682,19,1468,944
52683,19,1368,116
52684,9,556,7961
52685,3,114,346
52686,16,528,15905
52687,10,1037,15979
52688,7,147,16174
52689,16,297,919
52690,16,494,1675
52691,12,1457,1773
52692,10,1020,15628
52693,13,7,350
52694,13,1294,1522
52695,8,1362,2014
52696,2,1562,8419
52697,12,1422,2298
52698,16,368,2649
52699,16,504,2654
52700,14,706,4872
52701,16,531,5017
52702,16,420,4932
52703,16,433,6364
52704,13,1290,7059
52705,13,7,7660
52706,2,1555,7751
52707,19,1348,12399
52708,12,1524,13385
52709,2,1555,13486
52710,10,1036,13687
52711,19,1440,14403
52712,13,12,15385
52713,16,296,15885
52715,10,1020,16289
52722,13,20,11100
52723,NA,1066,2387
52724,9,1119,14589
52725,16,1162,12882
52726,NA,1422,13046
52727,13,7,13175
52728,16,226,13563
52729,15,1586,14135
52730,NA,1362,14255
52731,NA,1362,14255
52732,15,1582,192
52733,19,1377,9752
52734,NA,1440,10703
52735,NA,1370,7464
52736,NA,1362,7464
52737,NA,1468,8147
52738,19,1464,2774
52739,13,7,7407
52740,13,7,7446
52741,13,7,351
52742,13,181,10075
52743,NA,37,10130
52744,17,1343,11882
52745,17,1343,11882
52746,16,1132,13776
52747,13,175,14103
52748,8,1377,15003
52749,NA,105,16311
52750,16,1143,166
52752,16,1146,2392
52753,13,136,2399
52754,16,1136,2672
52755,16,253,3501
52756,16,246,3543
52757,16,245,3678
52758,8,1350,5566
52759,16,588,6019
52760,16,599,6457
52761,16,599,6457
52762,16,1132,6953
52763,8,1362,8199
52764,12,1423,8298
52765,12,1422,9525
52766,16,245,10045
52767,8,1408,10165
52768,17,1343,11882
52769,16,1162,12891
52770,16,1146,12953
52771,8,1362,13090
52772,16,281,3952
52773,16,275,4558
52774,NA,993,8769
52775,NA,1415,15366
52776,19,1408,15605
52777,16,281,15860
52778,16,1143,16548
52779,15,1606,905
52780,15,1606,1232
52781,NA,1486,1315
52782,NA,993,2073
52783,NA,993,2492
52784,16,269,3002
52785,16,276,3752
52786,16,275,4344
52787,16,269,4439
52788,NA,993,5037
52789,NA,993,15649
52790,13,1302,7387
52791,NA,1354,9683
52792,NA,993,10626
52793,NA,1440,12359
52794,NA,1026,12618
52795,16,1143,12969
52796,13,167,7024
52797,18,677,7055
52798,15,1582,7580
52799,NA,1348,7910
52800,NA,1499,8171
52802,NA,1490,9360
52806,NA,1385,12346
52809,9,1114,5721
52810,13,167,6931
52811,13,191,11738
52812,11,1211,11751
52813,11,1211,11751
52814,NA,1451,8812
52815,13,183,10237
52816,NA,935,10869
52817,9,628,11003
52818,9,1121,11581
52819,NA,926,11779
52820,NA,1422,12385
52821,NA,1481,13145
52822,NA,1409,14709
52823,10,845,15854
52824,16,247,15891
52825,13,1302,16069
52826,10,845,16243
52827,17,1606,16336
52828,3,128,16391
52829,8,1350,14110
52830,15,1343,14281
52831,2,1561,14382
52832,3,125,14805
52833,10,761,14914
52834,13,1281,15008
52835,3,119,15107
52836,9,561,6363
52837,13,1302,1551
52838,17,1606,16595
52839,3,119,8506
52840,8,1408,8964
52841,3,130,9128
52842,17,1608,11
52843,3,126,1247
52844,19,1435,1614
52845,17,1618,1744
52846,17,1618,1851
52847,17,1609,1957
52848,10,761,1715
52849,16,245,2988
52850,16,281,3741
52851,17,1617,4971
52852,9,561,5974
52853,19,1498,13441
52854,12,1457,13909
52855,17,1613,14030
52856,8,1402,14056
52857,9,105,14253
52858,15,1581,674
52859,12,1357,1098
52860,2,624,2493
52861,8,1361,4959
52862,12,1481,5381
52863,2,632,6556
52864,2,628,6663
52865,15,1574,6735
52866,13,1302,10737
52867,2,628,10924
52868,17,1616,12139
52869,3,226,12174
52870,19,1469,12480
52871,16,1148,12940
52872,19,1348,13441
52873,16,1143,13937
52874,17,1616,14030
52875,19,1440,15196
52876,15,1581,15446
52877,13,165,15939
52878,13,1301,7827
52879,17,1613,12139
52880,16,1170,12940
52881,12,1357,13572
52882,17,1616,14030
52883,12,1457,4931
52884,16,337,10275
52885,10,829,7567
52886,12,1519,7627
52887,16,292,10275
52888,16,337,10275
52889,8,1352,8049
52890,16,309,308
52891,19,1393,16373
52892,16,337,9140
52893,12,1489,13831
52894,16,316,6374
52895,3,226,6538
52896,19,1394,8849
52897,19,1384,8885
52898,19,1393,16373
52899,12,1422,12802
52900,16,307,308
52901,19,1468,944
52902,12,1457,4931
52903,3,226,6536
52904,19,1368,8688
52905,19,1393,16373
52906,19,1468,12062
52907,19,1498,12168
52908,19,1437,12713
52909,19,1468,10393
52910,10,1037,11290
52911,12,1486,4786
52912,16,382,9140
52913,12,1490,10311
52914,19,1468,10324
52915,19,1385,10425
52916,10,859,10614
52917,16,385,11059
52918,12,1489,11647
52919,19,1498,11992
52920,12,1489,12704
52921,13,1284,2343
52922,13,191,2367
52923,10,836,2457
52936,2,1562,8505
52937,17,1608,8968
52938,16,310,13524
52939,16,397,13946
52940,10,836,14358
52941,12,1489,14522
52942,8,1362,15154
52943,NA,1468,9150
52944,15,1586,9233
52945,13,1302,10349
52946,13,1256,7745
52947,NA,845,7988
52948,NA,1368,1834
52949,NA,836,1934
52950,16,1132,5487
52951,NA,1468,10393
52952,NA,1440,10448
52953,NA,1359,10875
52954,NA,1350,14070
52956,NA,836,8003
52957,NA,1468,130
52958,NA,1508,814
52959,13,1302,1479
52961,NA,1423,1924
52962,NA,1487,4894
52963,16,1145,5487
52964,16,1136,5487
52965,NA,1457,6780
52966,NA,845,7638
52967,10,996,13679
52968,16,1154,13968
52969,10,996,14019
52970,10,996,14882
52971,NA,1385,6698
52972,13,1290,8077
52973,16,494,5269
52975,16,226,6281
52976,10,996,7268
52977,NA,1468,7846
52978,NA,1531,7912
52979,13,1239,1470
52980,16,498,6069
52981,15,1586,9278
52982,19,1361,11605
52983,15,1586,13248
52984,NA,1481,13732
52986,9,1112,12837
52987,NA,1468,14280
52988,9,557,9023
52990,16,1170,8900
52991,NA,1498,16372
52992,10,1035,2086
52993,16,226,6451
52994,16,226,6485
52995,16,226,6485
52996,10,996,7562
52997,NA,1432,16637
52998,16,246,3803
52999,16,251,3856
53000,16,404,4719
53001,16,1133,5157
53002,19,1408,5404
53003,16,1146,5668
53009,17,1583,86
53010,15,1586,174
53011,10,1040,338
53012,19,1388,828
53013,NA,1373,950
53014,10,853,1780
53015,16,1142,2347
53016,16,1170,2361
53026,15,1606,4695
53027,15,1613,5642
53028,9,629,6671
53029,9,1119,8678
53030,15,1618,9213
53031,NA,476,9553
53032,16,129,10419
53033,9,629,10924
53034,NA,1440,12691
53035,9,630,13839
53036,NA,1408,14388
53037,NA,1440,14425
53038,18,1238,14577
53039,NA,1468,14740
53040,13,167,15574
53041,NA,1440,15836
53042,NA,807,16010
53043,NA,1472,16518
53044,NA,1026,8233
53045,11,461,97
53046,9,49,378
53047,18,1224,898
53048,NA,807,1642
53049,9,1119,1708
53050,NA,777,1821
53051,NA,976,2099
53052,NA,770,2157
53053,NA,1026,2239
53054,NA,1058,2770
53055,16,267,3570
53063,16,232,5895
53064,16,232,6189
53065,13,161,7024
53066,13,161,7024
53067,13,184,7660
53068,15,1613,7881
53069,15,1616,7949
53070,16,241,8466
53071,8,1362,9279
53072,2,1555,9301
53073,13,167,9326
53074,19,1503,9743
53075,10,1021,9842
53076,9,568,248
53077,3,121,1804
53078,10,1020,2054
53079,10,1020,2073
53080,13,191,2367
53081,16,588,2871
53082,9,558,3219
53083,13,1302,5401
53084,12,1457,5488
53085,16,238,5824
53086,10,807,13847
53087,3,119,13884
53088,17,1606,14727
53089,12,1387,14741
53090,12,1519,15074
53091,2,1555,15252
53092,17,1606,15476
53093,17,1606,15572
53094,3,115,15577
53095,3,119,15577
53096,10,952,15616
53097,16,607,15913
53098,19,1385,16527
53099,10,788,16711
53100,10,918,5383
53101,9,1119,7948
53102,9,1119,14559
53103,19,1365,14627
53109,2,1555,13144
53110,12,1524,13385
53111,8,1381,13427
53112,10,807,13478
53113,13,1279,13496
53115,17,1616,13812
53116,17,1618,11957
53117,17,1606,11957
53118,13,1302,13191
53119,12,1490,13290
53120,17,1616,13812
53121,2,1555,14068
53122,12,1519,14101
53123,19,1440,14449
53124,17,1606,14581
53125,11,465,7176
53126,17,1606,165
53127,16,292,266
53128,17,1606,905
53129,8,1491,1122
53130,13,1302,1521
53131,8,1402,1565
53132,10,743,2127
53133,10,839,2444
53134,16,396,3375
53135,10,836,5034
53136,13,187,5078
53137,16,397,5870
53139,2,1555,6666
53140,12,1457,6708
53141,8,1388,7094
53142,17,1606,9077
53143,17,1618,9295
53144,13,1303,10731
53145,12,1457,10970
53146,2,1554,8618
53147,10,982,8694
53148,15,1606,8927
53149,9,561,10263
53150,15,1606,1
53151,13,1301,11738
53152,13,1250,12085
53153,10,945,10693
53154,14,701,11863
53155,13,1254,12085
53156,12,1457,12846
53157,14,1327,13954
53158,2,1555,14208
53159,19,1499,14427
53160,10,918,14514
53161,10,982,14848
53162,15,1618,236
53163,13,1301,5092
53164,9,568,3377
53165,16,396,8454
53166,2,1555,8512
53167,17,1604,8927
53168,16,386,8936
53169,2,1555,9321
53170,16,386,16135
53171,19,1468,16457
53172,10,918,5387
53173,19,1499,5572
53174,16,399,5769
53175,16,295,6202
53176,16,404,12633
53177,NA,1440,8973
53178,NA,1440,9355
53179,NA,1440,15830
53180,NA,1520,4735
53181,NA,1440,8973
53182,16,404,12503
53183,16,1143,12695
53184,NA,1387,2792
53185,16,1142,5487
53186,NA,1490,7627
53187,NA,1352,13445
53188,NA,1489,7627
53189,NA,801,526
53190,16,404,1262
53191,NA,1440,13991
53192,15,1576,7089
53193,NA,1469,1118
53194,15,1586,9850
53195,16,404,14708
53196,15,1581,15446
53197,16,404,12428
53198,NA,760,970
53199,19,1388,8585
53200,2,621,14800
53201,16,1132,15001
53202,16,1132,15001
53203,NA,1068,16017
53205,NA,1487,1203
53206,NA,1487,1203
53207,16,1143,5076
53208,2,1183,5291
53209,16,1132,5487
53210,16,1148,5487
53211,NA,971,12756
53212,13,165,13321
53213,NA,1068,14490
53214,16,1159,9122
53215,19,1492,15055
53216,16,404,15822
53217,NA,1068,8005
53218,NA,1440,8191
53219,11,441,3424
53221,2,1175,11468
53222,19,1492,11513
53223,NA,1348,13099
53224,NA,1508,13099
53225,NA,965,13870
53226,19,1408,14351
53227,NA,805,10646
53228,NA,1469,6
53229,16,245,2938
53230,16,255,2962
53231,16,255,3004
53232,16,245,3022
53233,16,251,3449
53234,16,251,3875
53235,16,262,4425
53236,15,1586,4700
53237,8,1381,5483
53238,16,404,5657
53239,16,404,5657
53240,16,404,5755
53241,19,1385,10425
53242,8,1362,10878
53243,10,786,11233
53244,10,826,11394
53245,16,404,11629
53246,10,1079,11661
53248,15,1581,12276
53249,19,1468,13467
53250,3,227,13563
53251,3,121,14685
53252,15,1574,15182
53253,16,404,8451
53254,8,1397,8541
53256,10,871,8844
53257,16,404,8931
53258,16,404,9002
53259,13,1250,7163
53260,NA,926,11779
53261,NA,982,12300
53262,18,1555,13102
53263,13,1294,13235
53264,NA,1490,14641
53265,NA,1490,14641
53266,NA,1368,9327
53267,13,1284,10434
53268,NA,957,11116
53269,9,85,16357
53270,9,77,16642
53271,18,1534,7833
53272,NA,1350,9229
53273,13,1250,11883
53274,NA,1499,14329
53275,13,1301,7443
53276,13,1301,8447
53277,13,1294,323
53278,NA,1440,1118
53279,18,1555,1133
53280,NA,1523,9996
53281,18,1559,10202
53282,NA,975,2180
53283,18,1555,13102
53284,NA,1362,13165
53285,NA,1440,14779
53286,NA,1352,8681
53287,NA,1523,9996
53288,NA,1440,6906
53289,10,996,10420
53290,9,562,14766
53291,14,1098,10848
53292,14,1098,10848
53293,12,1457,11114
53294,17,1606,1
53295,8,1408,8853
53296,10,993,9578
53297,17,1618,14801
53298,10,1011,14906
53299,15,149,15262
53300,17,1606,15541
53301,12,1457,16013
53302,16,521,4710
53303,7,1195,4792
53304,17,1538,5049
53305,17,1618,5282
53306,16,513,5758
53307,16,304,6402
53308,16,521,6408
53309,17,1613,6656
53310,7,1195,6755
53311,16,497,7509
53312,17,1617,927
53313,19,1468,950
53314,8,1388,1568
53315,15,149,1866
53316,16,386,2846
53317,16,423,3195
53327,11,441,3424
53334,16,1143,12871
53335,16,1143,12978
53336,13,165,13700
53337,NA,1440,13991
53338,15,1586,14032
53339,19,1408,14351
53340,NA,934,14373
53341,NA,946,14373
53342,2,621,14800
53343,19,1408,15610
53346,19,1484,8975
53347,13,167,9326
53348,NA,1468,9381
53349,11,1238,9277
53350,NA,1468,707
53351,NA,1486,1252
53352,16,588,3598
53353,NA,1519,5635
53354,NA,1368,8576
53355,NA,631,7475
53356,13,4,15451
53357,NA,916,16265
53358,13,7,16750
53359,NA,1362,6678
53360,NA,1469,6920
53361,NA,1519,10103
53362,16,119,13018
53363,13,7,353
53364,13,7,1420
