winery,winery_id
Il Vino dei Padri,8776
Ila,8777
Ilaria,8778
Ileana,8779
Illahe,8780
Illinois Sparkling Co.,8781
Illuminate,8782
Illuminati Dino,8783
Illumination,8784
Illustrious,8785
Iločki Podrumi,8786
Ilsley,8787
Ilurce,8788
Imagery,8789
Imagination Wines,8790
Imagine,8791
Imagine Moore,8792
Immersion,8793
Imperial,8794
Impostino,8795
In Re,8796
In Situ,8797
Inacayal,8798
Inalto,8799
Inama,8800
iNapa Wine,8801
Inca,8802
Inception,8803
Incognito,8804
Inconceivable,8805
Indaba,8806
Indian Creek,8807
Indian Rock,8808
Indian Valley,8809
Indigené,8810
Indomita,8811
Indulge,8812
Infidel,8813
Infinitus,8814
Infinity,8815
Influence,8816
Inglenook,8817
Ingleside,8818
Ingrid Groiss,8819
Inherit the Sheep,8820
Inkberry,8821
Inkling,8822
Inkwell,8823
Inman Family,8824
Inniskillin,8825
Innocent Bystander,8826
Innocenti,8827
Inocencio,8828
Insania,8829
Insatiable,8830
Insomnia,8831
Inspiration,8832
Inspire Moore,8833
Inspiri,8834
Insurrection,8835
Intelligent Design,8836
Intipalka,8837
Intriga,8838
Intrinsic,8839
Inurrieta,8840
Invivo,8841
Io,8842
Ioannis Hatzis,8843
Ioppa,8844
Iota Cellars,8845
Ippolito 1845,8846
Iranzo Fields,8847
Iris Vineyards,8848
Iron Horse,8849
Iron Hub,8850
Iron Side,8851
Ironberry,8852
Ironstone,8853
Irony,8854
Irvine Family Vineyards,8855
Irwin Family Vineyards,8856
Isabel Estate,8857
Isabel Mondavi,8858
Isabelle et Pierre Clément,8859
Isenhower,8860
Isidoro Polencic,8861
Isolabella della Croce,8862
Isole e Olena,8863
Ispiri,8864
Istine,8865
Istravino,8866
Italo Cescon,8867
Iter,8868
Itsas Mendi,8869
Ivo Varbanov,8870
Ivory and Burt,8871
Ixsir,8872
Izadi,8873
J & J,8874
J Bell Cellars,8875
J Ludlow,8876
J Vineyards & Winery,8877
J Wilkes,8878
J Wrigley,8879
J. & F. Lurton,8880
J. Bäumer,8881
J. Bookwalter,8882
J. Bouchon,8883
J. Christopher,8884
J. Davies,8885
J. de Telmont,8886
J. Dumangin Fils,8887
J. Fernández de Arcaya Galdiano,8888
J. Garcia Carrion,8889
J. H. Andresen,8890
J. Heinrich,8891
J. Hofstatter,8892
J. Jacaman,8893
J. Keverson,8894
J. Lohr,8895
J. M. Gobillard et Fils,8896
J. McClelland,8897
J. Moreau & Fils,8898
J. Moss Wines,8899
J. Portugal Ramos,8900
J. Rickards,8901
J. Rochioli,8902
J. Scott Cellars,8903
J. Wilkes,8904
J. Wright,8905
j.brix,8906
J.J. Mchale,8907
J.L. Chave,8908
J.L. Wolf,8909
J.M. da Fonseca and Van Zeller,8910
J.P. Chenet,8911
J.R. Carter,8912
J.R. Dill,8913
J.V. Fleury,8914
Jaboulet-Vercherre,8915
Jacella,8916
Jack,8917
Jack Barrett,8918
Jack Creek,8919
Jack Nicklaus Wines,8920
Jack Tone,8921
Jack's House,8922
Jackhammer,8923
Jackson Estate,8924
Jackson-Triggs,8925
Jacob Franklin,8926
Jacob Williams,8927
Jacob's Creek,8928
Jacobsdal,8929
Jacopo Biondi-Santi,8930
Jacquart,8931
Jacques Bardelot,8932
Jacques Bourguignon,8933
Jacques Bourguigon,8934
Jacques Capsouto,8935
Jacques Charlet,8936
Jacques Picard,8937
Jacques Simonin,8938
Jacques Tissot,8939
Jacquesson et Fils,8940
Jacùss,8941
Jacuzzi,8942
Jada Vineyard & Winery,8943
Jade Moon,8944
Jade Mountain,8945
Jadix,8946
Jaffe,8947
Jaffelin,8948
Jaffurs,8949
Jäger,8950
Jaillance,8951
Jakeli Wines,8952
Jalama,8953
Jalits,8954
James Charles,8955
James Family Cellars,8956
James Mitchell,8957
James Oatley,8958
James River,8959
James Wyatt,8960
Jamesport,8961
Jamie Slone Wines,8962
Jamieson Canyon,8963
Jamieson Ranch,8964
Jana,8965
Jankara,8966
Jansz,8967
Januik,8968
Janzen,8969
JAQK Cellars,8970
Jardin,8971
Jardín de Lúculo,8972
Jarvis,8973
Jasci & Marchesani,8974
Jason-Stephens,8975
Jasper,8976
Jasper Hill,8977
Jasper Sisco,8978
Jaspi,8979
Jaume Serra,8980
Javadi,8981
Jawbone,8982
Jax,8983
Jaxon,8984
Jaxon Keys,8985
Jayson,8986
JC Cellars,8987
JC Van Staden,8988
JCB,8989
JCK Wine Company,8990
JCR,8991
JD,8992
Jean Albrecht,8993
Jean Becker,8994
Jean Berteau,8995
Jean Biecher & Fils,8996
Jean Curial,8997
Jean Daneel,8998
Jean de la Fontaine,8999
Jean Edwards,9000
Jean Josselin,9001
Jean Laurent,9002
Jean León,9003
Jean Loron,9004
Jean Manciat,9005
Jean Maréchal,9006
Jean Médeville et Fils,9007
Jean Milan,9008
Jean Pabiot et Fils,9009
Jean Perrier et Fils,9010
Jean Reverdy et Fils,9011
Jean Rijckaert,9012
Jean Stodden,9013
Jean-Baptiste Adam,9014
Jean-Baptiste Thibaut,9015
Jean-Christophe Perraud,9016
Jean-Claude Boisset,9017
Jean-Claude Debeaune,9018
Jean-Claude du Roure,9019
Jean-Claude Roux,9020
Jean-Luc and Paul Aegerter,9021
Jean-Luc Baldès,9022
Jean-Luc Colombo,9023
Jean-Marc Bernhard,9024
Jean-Marc Brocard,9025
Jean-Marc Burgaud,9026
Jean-Marie Chaland,9027
Jean-Marie Challand,9028
Jean-Maurice Raffault,9029
Jean-Max Roger,9030
Jean-Michel Cazes,9031
Jean-Michel Dupré,9032
Jean-Michel Sorbe,9033
Jean-Noël Haton,9034
Jean-Paul Brun,9035
Jean-Paul Paquet,9036
Jean-Paul Picard,9037
Jean-Paul Thevenet,9038
Jean-Pierre et Michel Auvigué,9039
Jean-Pierre Large,9040
Jeaunaux-Robin,9041
Jed Wines,9042
Jeeper,9043
Jeff Gordon,9044
Jefferson Vineyards,9045
Jekel,9046
Jelly Jar,9047
Jellybean Wines,9048
Jenica Peak,9049
Jenke,9050
Jenkyn Place Vineyard,9051
Jenner,9052
Jepson,9053
Jérémie Huchet,9054
Jericho Canyon Vineyard,9055
Jeriko,9056
Jermann,9057
Jérôme Gueneau,9058
Jerusalem Wineries,9059
Jessie's Grove,9060
Jessup Cellars,9061
Jettlynn,9062
Jeunesse,9063
Jewelry Box,9064
Jezebel,9065
Jezreel,9066
Jidvei,9067
Jigar,9068
Jigsaw,9069
Jim Ball,9070
Jim Barry,9071
Jim Palmer,9072
Jindalee,9073
Jinks Creek,9074
Jip Jip Rocks,9075
JLC,9076
JM Cellars,9077
Joan D'Anguera,9078
Joan Simó,9079
Joanne Weir,9080
João Pires,9081
João Teodosio Matos Barbosa,9082
Joaquín Gálvez Bauzá,9083
Jodar,9084
Joel Gott,9085
Joey Tensley,9086
Joh. Jos. Christoffel,9087
Joh. Jos. Prüm,9088
Johan,9089
Johan Joubert,9090
Johan Vineyards,9091
Johann Donabaum,9092
Johann Falkenburg,9093
Johann Haart,9094
Johann Heinrich,9095
Johannes Deppisch,9096
Johannes Kunz,9097
Johanneshof Reinisch,9098
Johannishof,9099
John Anthony,9100
John Duval Wines,9101
John Forrest Collection,9102
John Tyler,9103
John's Blend,9104
Johndrow Vineyards,9105
Johnson Estate,9106
Joie,9107
Joleté,9108
Joliesse,9109
Jon Nathaniel,9110
Jonata,9111
Jones of Washington,9112
Jones von Drehle,9113
Jonquille,9114
Jorche,9115
Jordan,9116
Jordan Stellenbosch,9117
Jordi Miró,9118
Jorge Ordóñez & Co.,9119
Jorian Hill,9120
José Dhondt,9121
José Maria da Fonseca,9122
Jose Maria Vieira,9123
José Pariente,9124
Josef Bauer,9125
Josef Brigl,9126
Josef Chromy,9127
Josef Ehmoser,9128
Josef Jamek,9129
Josef Niedermayr,9130
Josef Pöckl,9131
Josef Schmid,9132
Josef Weger,9133
Josep Grau Viticultor,9134
Joseph,9135
Joseph Burrier,9136
Joseph Carr,9137
Joseph Cattin,9138
Joseph Cellars,9139
Joseph Drouhin,9140
Joseph Faiveley,9141
Joseph Family,9142
Joseph Filippi,9143
Joseph Fritsch,9144
Joseph Jewell,9145
Joseph Mellot,9146
Joseph Perrier,9147
Joseph Phelps,9148
Joseph Soggé,9149
Joseph Swan Vineyards,9150
Josetta Saffirio,9151
Josh Cellars,9152
Josmeyer,9153
Joullian,9154
Jovino,9155
Joyce,9156
Joyful Noise,9157
JR Wine,9158
Juan Carlos Sancha,9159
Juan de Juanes,9160
Juan Gil,9161
Judd's Hill,9162
Judeka,9163
Judge Palmer,9164
Judith Beck,9165
Judson Hale Winery,9166
Jules,9167
Jules Taylor,9168
Julia James,9169
Julia Kemper Wines,9170
Julia's Dazzle,9171
Julian Reynolds,9172
Julien Braud,9173
Julien Schaal,9174
Juliet,9175
Julietta,9176
Juniper,9177
Juno,9178
Junta,9179
Juris,9180
Jurtschitsch,9181
Juslyn Vineyards,9182
Justin,9183
JustNat,9184
Juvé y Camps,9185
Juxtapoz,9186
K Cellars,9187
K Squared Cellars,9188
K Vintners,9189
K. Furtado,9190
K. Martini & Son,9191
K&K; Vasilikon,9192
K&M;,9193
K5 Argiñano,9194
Kaapzicht,9195
Kabaj,9196
Kadesh Barnea,9197
Kadiem,9198
Kaella,9199
Kaena,9200
Kaesler,9201
Kagan,9202
Kahn,9203
Kaiken,9204
Kakhetia Traditional Winemaking,9205
Kalaris,9206
Kalbarri,9207
Kale,9208
Kaleidos,9209
Kalfu,9210
Kali Hart,9211
Kalleske,9212
Kamiak,9213
Kana,9214
Kandarian,9215
Kangarilla Road,9216
Kanonkop,9217
Kanu,9218
Kanzler,9219
Kapcsandy Family Winery,9220
Karah Estate,9221
Karine,9222
Karl Erbes,9223
Karl Josef,9224
Karl Kaspar,9225
Karl Lawrence,9226
Karl Schaefer,9227
Karlsmühle,9228
Karly,9229
Karma,9230
Karma Vineyards,9231
Kasia,9232
Kason,9233
Kastania,9234
Kasuari,9235
Katarzyna,9236
Kate Radburnd,9237
Katherine Goldschmidt,9238
Kathikac,9239
Kathryn Hall Vineyards,9240
Kathryn Kennedy,9241
Kathy Lynskey,9242
Katlav,9243
Katnook Estate,9244
Kato,9245
Katogi & Strofilia,9246
Katsaros,9247
Katunar,9248
Kavaklidere,9249
Kavur,9250
Kawarau Estate,9251
Kay Brothers,9252
Kayra,9253
Kazmer & Blaise,9254
Keating,9255
Kechris,9256
Kedar's K'orus,9257
Keefer Ranch,9258
Keegan,9259
Keeler,9260
Keenan,9261
Keermont,9262
Kees Kieren,9263
Keever,9264
Keira,9265
Kelby James Russell,9266
Kelleher,9267
Keller,9268
Keller Estate,9269
Kellerei Kaltern Caldaro,9270
Kelley Fox,9271
Kelly Family Vineyards,9272
Kelly Fleming,9273
Kelly's Revenge,9274
Kempe,9275
Ken Brown,9276
Ken Forrester,9277
Ken Wright,9278
Kendall-Jackson,9279
Kendric,9280
Kendric Vineyards,9281
Kenefick Ranch,9282
Kennedy Family,9283
Kennedy Point,9284
Kennedy Shah,9285
Kenneth Volk,9286
Kenneth-Crawford,9287
Kenos,9288
Kent Rasmussen,9289
Kentia,9290
Kenwood,9291
Kerloo,9292
Kershaw,9293
Kessler-Haak,9294
Kestrel,9295
Keswick Vineyards,9296
Ketcham Estate,9297
Kettle Valley,9298
Kettmeir,9299
Keuka Lake Vineyards,9300
Keuka Spring,9301
Kevin White,9302
Kiamie,9303
Kicker Cane,9304
Kidder Family Wines,9305
Kikelet,9306
Kilikanoon,9307
Killer Juice,9308
Killerby,9309
Killian,9310
Killibinbin,9311
Kilroy Was Here!,9312
Kim Crawford,9313
Kimmel,9314
Kimsey,9315
Kindred,9316
Kindzmarauli Marani,9317
King Estate,9318
King Family,9319
King Vintners,9320
King's Garden Vineyards,9321
Kingman,9322
Kings Carey,9323
Kings Mountain,9324
Kings Ridge,9325
Kingston Family,9326
Kinter Collins,9327
Kintonis,9328
Kiona,9329
Kir-Yianni,9330
Királyudvar,9331
Kirchmayr,9332
Kirkland Ranch,9333
Kirkland Signature,9334
Kirnbauer,9335
Kirsten,9336
Kiss Chasey,9337
Kissos,9338
Kit Fox,9339
Kitá,9340
Kitchen Sink,9341
Kivelstadt Cellars,9342
Kiwi Cuvée,9343
Klabjan,9344
Klaus Lentsch,9345
Klee,9346
Klein Constantia,9347
Kleinood,9348
Klinker Brick,9349
Klipfel,9350
Kluge Estate,9351
Knapp,9352
Knappstein,9353
Knight Hill,9354
Knights Bridge,9355
Knipser,9356
Knudsen,9357
Kobler,9358
Koblevo,9359
Koehler,9360
Koenig,9361
Koenig Vineyards,9362
Kohl,9363
Koi Pond,9364
Kokomo,9365
Kollwentz,9366
Kon Tiki,9367
Kono,9368
Kono Barú,9369
Konrad,9370
Konrad & Conrad,9371
Konrad Hähn,9372
Kontokosta,9373
Kontos,9374
Konzelmann,9375
Koonara,9376
Koonowla,9377
Kooyong,9378
Kopke,9379
Kopriva,9380
Korbel,9381
Korbin Kameron,9382
Kori,9383
Kornell,9384
Korta,9385
Korta Katarina,9386
Kössler,9387
Kosta Browne,9388
Köster-Wolf,9389
Kouros,9390
Kourtaki,9391
Koutsoyiannopoulos,9392
Kovács Nimród,9393
Koves-Newlan,9394
Koyle,9395
Koz,9396
Kozlović,9397
Kracher,9398
Kraemer,9399
Kramer,9400
Krasia May,9401
Krauthaker,9402
Kris,9403
Kriselle,9404
Kristodd,9405
Kriter,9406
Krohn,9407
Krow Shore,9408
Krug,9409
Krupp Brothers,9410
Krutz,9411
Krutzler,9412
Ksana,9413
Ktima Driopi,9414
Ktima Pavlidis,9415
Ktima Voyatzi,9416
Ku Dé Ta,9417
Kudos,9418
Kuehn,9419
Kuenhof,9420
Kuentz-Bas,9421
Kühling-Gillot,9422
kukkula,9423
Kuleto Estate,9424
Kumbaya,9425
Kumeu River,9426
Kunde,9427
Kunin,9428
Kunza,9429
Kupel Wieser,9430
Kupelwieser,9431
Kurmisti,9432
Kurt Angerer,9433
Kurt Hain,9434
Kurtz Family,9435
Kutch,9436
Kuyam,9437
Kvaszinger,9438
KWV,9439
Kynsi,9440
Kyra,9441
L de Lyeth,9442
L. Tramier & Fils,9443
L.A. Cetto,9444
L'Aietta,9445
L'Amandine,9446
L'Amphore de Provence,9447
L'Antica Fornace di Ridolfo,9448
L'Antica Quercia,9449
L'Arboc,9450
L'Arbossar,9451
L'Arco,9452
L'Arène des Anges,9453
L'Armangia,9454
L'Astore Masseria,9455
L'Atzar,9456
L'Avenir,9457
L'Aventure,9458
L'Avion,9459
L'Ecole No. 41,9460
L'Egrégoire,9461
L'Enclos des Braves,9462
l'Escargot,9463
L'Oca Ciuca,9464
L'Oliveto,9465
L'Orcio,9466
L'original French Kiss,9467
L'Ostal Cazes,9468
L'Ptit Paysan,9469
La Antigua,9470
La Ballerina,9471
La Bastide Blanche,9472
La Bastide Saint Dominique,9473
La Battagliola,9474
La Battistina,9475
La Bellanotte,9476
La Belle Collection,9477
La Berrière,9478
La Bete,9479
La Bioca,9480
La Boatina,9481
La Bodega de Pinoso,9482
La Bollina,9483
La Bouvaude,9484
La Braccesca,9485
La Ca' Nova,9486
La Calonica,9487
La Caña,9488
La Canosa,9489
La Capilla,9490
La Cappuccina,9491
La Capra Presented by Fairview,9492
La Carraia,9493
La Casa Dell'Orco,9494
La Casa Maguila,9495
La Casaccia,9496
La Castellada,9497
La Castellina,9498
La Catrina,9499
La Cave de Pomerols,9500
La Cave des Vignerons de Pfaffenheim,9501
La Cerbaiola,9502
La Chablisienne,9503
La Chanterelle,9504
La Chapelle de Potensac,9505
La Châsse,9506
La Châsse du Pape,9507
La Chertosa,9508
La Cheteau,9509
La Chiripada,9510
La Chouette,9511
La Ciarliana,9512
La Cignozza,9513
La Clarine Farm,9514
La Collina dei Ciliegi,9515
La Collina dei Lecci,9516
La Colombaia,9517
La Colombina,9518
La Confrérie de Oisly et Thésée,9519
La Conreria d'Scala Dei,9520
La Contea,9521
La Corsa,9522
La Corte,9523
La Coterie,9524
La Crema,9525
La Croix,9526
La Croix de Beaucaillou,9527
La Croix de Renaud,9528
La Croix du Pin,9529
La Crusset,9530
La Cruz,9531
La Cuna de la Poesia,9532
La Cuvée Mythique,9533
La Dama,9534
La di Motte,9535
La Diacceta,9536
La Diligence,9537
La Dolce Vita,9538
La Famiglia,9539
La Famiglia di Robert Mondavi,9540
La Farra,9541
La Fenêtre,9542
La Fiammenga,9543
La Fiera,9544
La Filice,9545
La Fiorita,9546
La Fleur de Boüard,9547
La Fleur Ribeyrolles,9548
La Folia Winery,9549
La Follette,9550
La Font du Vent,9551
La Forcine,9552
La Forge Estate,9553
La Fornace,9554
La Fortuna,9555
La Francesca,9556
La Fusina,9557
La Ganghija,9558
La Gerla,9559
La Giaretta,9560
La Gioiosa,9561
La Gironda di Galandrino,9562
La Gitana,9563
La Grande Côte,9564
La Granja 360,9565
La Greña,9566
La Grille,9567
La Honda Winery,9568
La Jara,9569
La Jota Vineyard,9570
La Lastra,9571
La Legua,9572
La Lomita,9573
La Madonna,9574
La Madonnina,9575
La Magia,9576
La Mancina,9577
La Mannella,9578
La Mano,9579
La Marca,9580
La Marcellina,9581
La Marea,9582
La Mejorada,9583
La Merika,9584
La Monacesca,9585
La Mondotte,9586
La Montagne,9587
La Montecchia,9588
La Montina,9589
La Mormoraia,9590
La Motte,9591
La Mozza,9592
La Noble,9593
La Palazzetta,9594
La Palma,9595
La Patache,9596
La Perla Marco Triacca,9597
La Piasola,9598
La Pieve,9599
La Pisara,9600
La Pitchoune,9601
La Playa,9602
La Pleïade II,9603
La Poderina,9604
La Porta di Vertine,9605
La Posta,9606
La Prevostura,9607
La Purísima,9608
La Querce,9609
La Quercia,9610
La Querciola,9611
La Querciolina,9612
La Raia,9613
La Rajade,9614
La Rasina,9615
La Rata,9616
La Regola,9617
La Rioja Alta,9618
La Riojana Coop,9619
La Riva dei Frati,9620
La Riviera,9621
La Rochelle,9622
La Roncaia,9623
La Rose de Pauillac,9624
La Rusticana d'Orsa,9625
La Sabbiona,9626
La Sala,9627
La Sansonina,9628
La Scolca,9629
La Selva,9630
La Serena,9631
La Sibilla,9632
La Sirena,9633
La Soufrandière,9634
La Spinetta,9635
La Spinona,9636
La Spinosa Alta,9637
La Staffa,9638
La Stoppa,9639
La Storia,9640
La Storia by Trentadue,9641
La Togata,9642
La Tordera,9643
La Torre,9644
La Torricella,9645
La Tosa,9646
La Traiana,9647
La Travaglina,9648
La Tunella,9649
La Universal,9650
La Val,9651
La Valentina,9652
La Valle,9653
La Velona,9654
La Viarte,9655
La Vida,9656
La Vida al Camp,9657
La Vidaubanaise,9658
La Vieille Ferme,9659
La Vierge,9660
La Vigna di Iseppo,9661
La Villa,9662
La Villa Veneta,9663
La Vis,9664
La Voix,9665
La Vuelta,9666
La Yunta,9667
La Zerba,9668
La Zorra,9669
Laberinto,9670
Laborie,9671
Labouré-Roi,9672
Labyrinth,9673
Lacheteau,9674
Lachini,9675
Lackner Tinnacher,9676
Ladera,9677
Ladoucette,9678
Lady Hill,9679
Ladybug,9680
Laelaps,9681
Laely,9682
Laetitia,9683
Lafage,9684
Lafarga,9685
Lafazanis,9686
Lafken,9687
Lafond,9688
Lafou,9689
Lagana,9690
Lagar da Condesa,9691
Lagar de Besada,9692
Lagar de Bezana,9693
Lagar de Bouza,9694
Lagar de Cervera,9695
Lagar de Costa,9696
Lagar de Indra,9697
Lagar del Rey,9698
Lagarde,9699
Lagaria,9700
Lagler,9701
Lagniappe,9702
Lago Cerqueira,9703
Lagoon Hill,9704
Lagosta,9705
Lágrimas de Maria,9706
Laguna,9707
Laguna de la Nava,9708
Lail,9709
Laird,9710
Laissez Faire,9711
Lake and Vine Cellars,9712
Lake Breeze,9713
Lake Chalice,9714
Lake Chelan,9715
Lake Sonoma,9716
Lakewood,9717
Laleure-Piot,9718
Lallier,9719
LaLuca,9720
Lamadrid,9721
Lambardi,9722
Lambert,9723
Lambert Bridge,9724
Lamberti,9725
Lamborghini,9726
Lamborn Family Vineyards,9727
Lamiable,9728
Lamin,9729
Lammershoek,9730
Lamole di Lamole,9731
Lamont,9732
Lamoreaux Landing,9733
Lamoretti,9734
Lampyridae,9735
Lanark Lane,9736
Lancaster,9737
Lancelot-Pienne,9738
Lanciola,9739
Land of Hope,9740
Lander-Jenkins,9741
Landhaus Mayer,9742
Landmark,9743
Landshut,9744
Landskroon,9745
Landsman,9746
Landy Family Vineyards,9747
Lane Tanner,9748
Lang,9749
Lang & Reed,9750
Lange,9751
LangeTwins,9752
Langlois-Chateau,9753
Langmeil,9754
Langtry,9755
Langwerth Von Simmern,9756
Lannac Saint-Jean,9757
Lanson,9758
Lantides,9759
Lantieri de Paratico,9760
Lantz,9761
Lapeyre,9762
Lapis Luna,9763
Lapostolle,9764
Lar de Paula,9765
Lar de Sotomayor,9766
Larchago,9767
Larkspur,9768
Larmandier-Bernier,9769
Larner,9770
Laroche,9771
Laroque,9772
Laroze de Drouhin,9773
Larrea,9774
Larry Cherubino,9775
Larry Hyde and Sons,9776
Las Capas,9777
Las Casas de Vacquería,9778
Las Colinas Del Ebro,9779
Las Lomas,9780
Las Niñas,9781
Las Palmeras,9782
Las Positas,9783
Las Rocas de San Alejandro,9784
Las Valles,9785
Las Vertientes,9786
Las Vides,9787
Lasalde Elkartea,9788
Lassègue,9789
Lasseter,9790
Last Judgment,9791
Last Light,9792
Last Summer,9793
LaStella,9794
Latah Creek,9795
Lateral,9796
Latium di Morini,9797
Latta,9798
Laudet,9799
Laudun Chusclan,9800
Laughing Stock,9801
Launa,9802
Laura Michael,9803
Laura Zahtila,9804
Laura's Vineyard,9805
Laurel Glen,9806
Laurel Gray,9807
Laurel Lake,9808
Laurelwood,9809
Lauren Ashton Cellars,9810
Laurence Féraud,9811
Laurens,9812
Laurent de Bescombes Singla,9813
Laurent Gauthier,9814
Laurent Miquel,9815
Laurent Perrachon,9816
Laurent-Perrier,9817
Laurentide,9818
Laurenz V.,9819
Laurier,9820
Laurona,9821
Lava Cap,9822
Lavau,9823
LaVelle,9824
Lavender Ridge,9825
Lavinea,9826
Lavradores de Feitoria,9827
Law,9828
Lawer,9829
Lawrelin,9830
Lawson's Dry Hills,9831
Layer Cake,9832
LaZarre,9833
Lazo,9834
Lazy Creek,9835
Lazy River,9836
Lazy Susan Ranch,9837
Lazzeretti,9838
Le 7 Camicie,9839
Le Albare,9840
Le Battistelle,9841
Le Bèrne,9842
Le Bertarole,9843
Le Bertille,9844
Le Bocce,9845
Le Bonheur,9846
Le Bord'eau du Clos des Moiselles,9847
Le Brun de Neuville,9848
Le Buche,9849
Le Cadeau,9850
Le Calle,9851
Le Caniette,9852
Le Carré,9853
Le Casalte,9854
Le Casematte,9855
Le Casque,9856
Le Cecche,9857
Le Cercle des Vignerons Saint-Louis,9858
Le Chanceux,9859
Le Charmel,9860
Le Chateau,9861
Le Chiuse,9862
Le Cimate,9863
Le Cinciole,9864
Le Cirque,9865
Le Classique from the 3 Springs Vineyard,9866
Le Clos de Beau-Père,9867
Le Colture,9868
Le Contesse,9869
Le Corti dei Farfensi,9870
Le Dôme,9871
Le Drunk Rooster,9872
Le Due Terre,9873
Le Farnete,9874
Le Fervent,9875
Le Filigare,9876
Le Fleuron,9877
Le Fonti,9878
Le Fonti a San Giorgio,9879
Le Fornaci,9880
Le Fraghe,9881
Le Ginestre,9882
Le Gode,9883
Le Grand Courtage,9884
Le Grand Noir,9885
Le Grand Vallat,9886
Le Grascete,9887
Le Grix de la Salle,9888
Le Guaite,9889
Le Haut Païs,9890
Le Jaja de Jau,9891
Le Jardin d'Eolie,9892
Le Macchiole,9893
Le Macioche,9894
Le Mandolare,9895
Le Manzane,9896
Le Marchesine,9897
Le Marognole,9898
Le Mas de Bertrand,9899
Le Masciare,9900
Le Miccine,9901
Le Mistral,9902
Le Morette,9903
Le Mulet Rouge,9904
Le Nardian,9905
Le P'tit Paysan,9906
Le Palaie,9907
Le Paradou,9908
Le Pépin,9909
Le Petit Cheval,9910
Le Petit Cochonnet,9911
Le Petit Mouton de Mouton-Rothschild,9912
Le Petit Panier,9913
Le Piane,9914
Le Pianelle,9915
Le Potazzine,9916
Le Prince,9917
Le Ragnaie,9918
Le Ragose,9919
Le Regge,9920
Le Riche,9921
Le Roc,9922
Le Roi des Pierres,9923
Le Rose,9924
Le Rouge de Saint-Louis,9925
Le Saint-André,9926
Le Salette,9927
Le Senate,9928
Le Solive,9929
Le Strette,9930
Le Strie,9931
Le Torri,9932
Le Torri di Campiglioni,9933
Le Tre Stelle,9934
Le Val,9935
Le Vieux Donjon,9936
Le Vieux Pin,9937
Le Vigne,9938
Le Vigne di Alice,9939
Le Vigne di Ca' Nova,9940
Le Vigne di Domenico,9941
Le Vigne di Eli,9942
Le Vigne di Zamò,9943
Le Vin,9944
Lea,9945
Leacock's,9946
Leah Jørgensen Cellars,9947
Leal Vineyards,9948
Lealtanza,9949
Leaping Horse,9950
Leaping Lizard,9951
Leasingham,9952
Lecci e Brocchi,9953
Lecco,9954
Lechthaler,9955
Leconfield,9956
Leda,9957
Ledger David,9958
Ledgewood Creek,9959
Ledson,9960
Lee Family Farm,9961
Leese-Fitch,9962
Leeuwin Estate,9963
Left Bend,9964
Left Coast Cellars,9965
Left Foot Charley,9966
Legacy,9967
Legado del Moncayo,9968
Legado Muñoz,9969
Legaris,9970
Légende,9971
Legendre,9972
Legón,9973
Legras & Haas,9974
Leindl,9975
Leira,9976
Lelarge-Pugeot,9977
Lelia,9978
Lemelson,9979
Lemos & Van Zeller,9980
Lenikus,9981
Lenné Estate,9982
Lenz Moser,9983
Leo,9984
Léo de la Gaffelière,9985
Leo Steen Wines,9986
Leon Beyer,9987
Léon Manbach,9988
Léon Perdigal,9989
Leonard Kreusch,9990
Leonard Oakes,9991
Leonard Wine Company,9992
Leonardo Family Vineyards,9993
Leone de Castris,9994
Leoness,9995
Leonesse Cellars,9996
Leonetti Cellar,9997
Leopard Frog,9998
Leopard's Leap,9999
Leopoldo I di Toscana,10000
Lepe,10001
LePlan-Vermeersch,10002
Les Alliés,10003
Les Astéries,10004
Les Belles Collines,10005
Les Bourgeois,10006
Les Caves Joseph,10007
Les Celliers Jean d'Alibert,10008
Les Clos de Paulilles,10009
Les Collines,10010
Les Collines du Bourdic,10011
Les Costières de Pomerols,10012
Les Crêtes,10013
Les Dauphins,10014
Les Deux Rives,10015
Les Domaines Auriol,10016
Les Fontenilles,10017
Les Frères Couillaud,10018
Les Frères Dutruy,10019
Les Frères Perroud,10020
Les Fusionels,10021
Les Galets de Sauveterre,10022
Les Hauts de Croix de Labrie,10023
Les Hauts de Lagarde,10024
Les Hauts de Tousquiron,10025
Les Héritiers du Comte Lafon,10026
Les Jamelles,10027
Les Maîtres Vignerons de la Presqu'île de Saint-Tropez,10028
Les Maîtres Vignerons de Saint-Louis,10029
Les Mines,10030
Les Parcelles de Stéphane Derenoncourt,10031
Les Portes de Bordeaux,10032
Les Quatre Tours,10033
Les Rocailles,10034
Les Rochettes,10035
Les Trois Couronnes,10036
Les Trouvés,10037
Les Useres,10038
Les Vignerons D'Estezargues,10039
Les Vignerons de Florensac,10040
Les Vignerons de Grimaud,10041
Les Vignerons de la Méditerranée,10042
Les Vignerons de Tautavel Vingrau,10043
Les Vignerons de Tavel,10044
Les Vignerons de Tutiac,10045
Les Vignerons des Coteaux Romanais,10046
Les Vignerons des Côtes d'Agly,10047
Les Vignerons des Terroirs de la Noëlle,10048
Les Vignerons du Pallet,10049
Les Vignerons Réunis de Monségur,10050
Les Vignes d'Alexandre,10051
Les Vignes des Prêcheurs,10052
Les Vignobles Foncalieu,10053
Les Vignobles Gueissard,10054
Les Villages de Terroir Catalan,10055
Les Vins Aujoux,10056
Les Vins Bréban,10057
