Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.8988228485312,40.8646701304205,41.2794251665076,42.2396213403179,42.3368903113725,42.0433166397919,41.2892933237545,40.4595389463788,39.5009292776181,38.681287763949,37.8442086319606,36.9952356828095,35.922987477548,34.6657461408822,33.4050400350819,32.2468566968288,31.2818348135099,30.3989777947141,29.5273886784932,28.6162345191733,27.8050966528763,27.151709752457,26.7044011499196,26.4225015613797,26.0889327069621
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.0854481884598,24.1239831250119,23.8852055941458,23.3246445979109,22.6449345639489,21.7960939174193,20.9447169744162,20.1732269730515,19.5017243302442,19.0114272609806,19.0106313533466,19.4059607588624,19.8476642559288,19.9958483427717,19.7702683241854,19.0397150100666,17.9091774060757,16.7509208656603,15.9103648170959,15.2827077817136,14.8798334003188,14.5045635988912,14.3184153762439,14.1288239251622,13.9904161395397
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Macedonia, FYR",MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.3,29.1,29.7,31.2,32.7,33.8,34.4,34.7,34.7,34.8,35.6,36.9,38.4,38.6,37.4,34.9,33,31.9,31.7,31.6,31.7,32,32.5,32.8,33
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.7,45.7,46.9,45.7,43.2,39.5,36.7,34,31.2,28.6,27,26.6,27.3,27.9,27.7,26.4,24.6,23.1,22.2,21.8,21.3,21,20.8,20.8,20.7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.2,11.4,11.1,10.3,10,10.5,11.2,11.7,11.8,11.8,11.9,12.3,13.2,14.4,15.3,15.4,14.7,13.3,11.7,10,8.7,7.7,6.7,5.9,5.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.7,17.3,17.7,18.2,18.3,18.1,17.5,16.7,15.3,13.9,12.6,11.9,11.4,10.9,10.1,9,7.7,6.3,5.3,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6,14.4,14.1,13.9,14.1,13.9,13.4,12.7,12,11.5,11.2,11.1,11,11,11.4,11.1,10.5,9.2,8.3,7.9,7.6,7.1,6.4,5.8,5.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.1,8,7.9,7.6,7.1,6.8,6.8,7,7.2,7.1,6.7,6.4,6.1,5.8,5.6,5.4,5.3,5.2,5.1,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.9,6.8,6.7,6.6,6.4,6.1,5.8,5.5,5,5,5,5,5.4,5.5,5.3,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.51170243627412,7.73975420978124,7.9534513831477,8.43974255980605,8.69593313167789,8.90570816427004,9.06224620033337,9.16254342668426,9.11101448629561,9.01287083397829,8.96920138227761,9.05076260291695,9.13841297303108,9.18967066792345,9.17246611338436,9.19611425624256,9.1091826758684,9.0325996142799,8.87359165937759,8.71829506832832,8.5594438890926,8.41624543931592,8.34935815870054,8.22168168363696,8.20097388559814
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.33773813819088,7.88184873764587,8.114121299938,8.64056159747927,8.9089688105774,9.18005244435427,9.3707499679797,9.50190813452761,9.47523529970533,9.39264543970438,9.36057921275158,9.46220857586061,9.56663278096201,9.63522216857062,9.63132311922715,9.67956720325306,9.60665405197189,9.54766716836585,9.39187385646549,9.23332959576183,9.06477404914247,8.90752194683702,8.83691493233156,8.6943047260089,8.67225039455862
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.33773813819088,7.88184873764587,8.114121299938,8.64056159747927,8.9089688105774,9.18005244435427,9.37074996797971,9.50190813452761,9.47523529970533,9.39264543970438,9.36057921275157,9.46220857586061,9.56663278096201,9.63522216857062,9.63132311922715,9.67956720325306,9.60665405197189,9.54766716836585,9.39187385646549,9.23332959576183,9.06477404914247,8.90752194683702,8.83691493233156,8.6943047260089,8.67225039455862
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.5297143988698,22.2217343669634,21.737983784042,21.0047161854661,20.0022412299418,19.0184953238753,18.2412585614213,17.6039664485395,17.092613986222,16.684388414358,16.5377102445787,16.6136036460987,16.7524569123036,16.6986575520017,16.4288425415338,15.9024012740957,15.1125716440385,14.2653691230688,13.5717177903528,12.9975454889036,12.5360991011944,12.119180419577,11.8348718858493,11.5429935912536,11.3154458421955
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.9,37.1,46.1,51.4,51.7,47.6,44.6,42.4,40.5,38.2,36.1,35,34.7,34.9,34.9,34,32.4,30.1,27.9,25.9,24.5,23.4,22.5,21.5,20.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.9,6.7,7.5,8,7.7,7.2,6.5,6.2,6.2,6.5,6.6,6.5,6.1,5.8,5.5,5.5,5.4,5.4,5.4,5.3,5.2,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.1,58.8,59.4,59.2,56.1,50.7,45.9,42.7,41.9,42,42.1,41.3,39.7,38.2,37.3,36.9,36,35,33.3,31.8,29.9,28.5,27.2,26.2,25.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.6,62.7,62.5,61.6,60.6,58.7,56.9,55.2,54.1,52.4,49.6,46.3,42.9,39.9,36.9,33.7,30.1,26.4,23,20.2,18,16.5,15.5,14.9,14.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.9,36.7,38.3,39.5,39.9,39.2,38.2,36.7,34.2,30.4,27.3,25.6,25.3,25.3,25.4,26,27.6,30.5,34.3,37.6,39.4,40.2,41.4,42.3,42.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.8,23.4,24.2,24.8,24.9,24.8,24.4,23.7,23.1,22.2,21.9,21.1,20.1,18.4,17,15.8,14.8,13.3,11.6,10.2,9.2,8.5,7.9,7.7,7.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.4,52.7,51.5,48.3,45.1,42.9,41.4,40.2,37.8,34.8,31.3,28.3,26.4,25.1,24.3,23.2,22.3,21.5,21,20.3,19.5,18.5,17.7,17.1,16.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.7,31,32.4,34.7,34.9,33.2,30.6,28,25.4,22.8,20.5,19.1,17.9,16.6,15.4,14.5,13.7,12.8,11.8,11.1,10.5,10.2,10,9.7,9.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3,17.9,16.1,13.7,12.7,11.9,11.2,10.5,9.7,9.2,8.9,9,8.7,8.1,7.2,6.5,6,5.9,6,6.1,6.2,6.3,6.5,6.7,7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.2,19,19.3,20.3,20.4,20.7,19.7,18.2,15.5,13.2,12,11.5,11.6,11.4,11,10.2,9.2,7.9,6.7,5.9,5.4,5.3,5.1,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.373946170742,23.6868678871296,23.9266623149781,24.0723132153227,24.178734452604,24.4220037612078,24.5718772722785,24.0921153838068,22.9168104389165,21.6531687496054,20.7513512320051,20.2200438697244,19.7876795142346,19.4621911151734,19.3147544837857,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.632254463127,11.3263513867415,11.2733849121326,10.7971032116937,10.1975977767103,9.49960244989854,8.84000861194561,8.36440657085201,8.0683645768905,7.98411596768361,7.88794305827252,7.84377433455313,7.64075949806481,7.44622887969736,7.2424743817261,7.11019704460894,6.96001387163153,6.87163668905637,6.75086847449021,6.74806894440651,6.71776598328887,6.72760373465613,6.75303157473319,6.85078222355568,6.97803468066836
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.1,25.7,24,23.1,22.1,21.8,21.8,22,22.1,22.4,23.4,24.8,25.9,25.6,24.7,23.7,22.9,22.2,21.8,21.7,21.8,21.9,22,22,22
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.4,25.9,23.9,23.2,23.5,25.6,26.2,26.5,26,27.4,27.6,26.3,24.4,23.4,23.8,22.9,21.1,18.4,16.4,14.8,13.4,12,10.8,10,9.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.5,19.9,19.2,18,16.5,15.6,15,14.5,13.9,13.3,12.9,12.1,11.1,10.5,10.7,11.2,11.4,11.9,12.3,12.4,12.1,11.8,11.6,11.1,10.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.6,28.1,28.6,27.5,26.5,25.1,23.7,22.9,22.3,21.6,20.7,20.6,20.9,21.2,20.3,18.9,17,15.4,13.7,12.2,10.7,9.6,8.8,8.1,7.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.3,27,26.4,26,24.6,23.6,22.7,22.6,22.1,21.3,20.3,19.7,19.2,18.6,17.6,16.4,15,13.8,13,13,13.4,13.9,14,13.9,13.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.9845874723929,28.1304709257785,28.3599539560699,28.4183444548353,28.1266936750205,27.723195650752,27.3077942235239,26.9352914501056,26.3705617237122,25.947527430098,25.7231734228457,25.6108077192287,25.1202156203458,24.2318475530891,23.113164600019,22.0578606716232,21.2159300250447,20.6264375425395,20.1671537396424,19.665405340209,19.1802204080652,18.7271010636879,18.4731871954439,18.3141394131828,18.2441501963777
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Romania,ROM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.6,53.9,56.1,57.6,60.8,63.9,65.8,66.4,64.5,60.6,54.3,49,46,46,46.7,46.4,45.2,42.8,40.1,37.3,35.4,34.3,33.6,32.7,31.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7,12,13.9,15.3,15.2,13.8,12.1,10.4,8.4,6.6,5.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9,23.3,24,24.9,26,27.4,27.7,27.3,24.6,21.5,17.6,15,12.8,11.3,10,8.9,7.9,7.2,6.7,6.2,5.9,5.9,6.1,6.4,6.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.5,25.5,27.1,27.5,28.6,29.4,31,31.5,30.9,29.4,28.2,27.4,26.4,24.7,22.9,21.1,18.9,16.6,14.6,13.6,12.9,12.3,11.3,10.6,10
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.8,41.7,40.7,38.9,36.7,34.9,33.6,33.7,35.3,38,40.2,41,40.9,40.5,39.3,37.1,34.4,32.4,30.7,29,27,25,23.5,22.7,22.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
